0.15024613	0.05873534	0.004578015	-0.042242367	0.0493768	0.10202327	0.017409056	-0.022515595	0.038963366	0.021559155	0.023822902	0.18303195	-0.067876816	-0.3132526	-0.10821832	0.03986391
0.08497295	0.048124693	-0.006172923	0.043005776	0.02945432	0.0056381235	-0.08870383	-0.16539559	-0.08663812	0.05711638	0.027594194	0.20406355	-0.00096448406	-0.3427866	-0.20014146	0.1081363
-0.072993964	-0.062433317	0.09514097	0.124770425	0.19926968	-0.102130115	-0.17819852	-0.14674222	-0.2034183	0.16859283	-0.11389459	0.0073035113	0.034681197	-0.2745288	-0.21477178	0.20946753
0.04124099	0.020498421	0.002699304	0.08642826	0.030823033	0.014862523	-0.07602258	-0.09593651	-0.058184728	0.027642898	0.020501308	0.17084575	-0.027424296	-0.27698475	-0.1411901	0.1381315
0.06129723	-0.018370783	-0.0056558605	0.09452406	0.13352145	-0.05135752	-0.093601875	-0.0777297	-0.057472754	0.038305297	0.02661905	0.20752437	-0.039454672	-0.3597515	-0.16131744	0.15458165
0.0942702	0.13019754	-0.042042553	-0.0068360204	-0.03147173	0.035461754	-0.03050892	-0.0706878	0.027979897	-0.02000682	0.1018377	0.14215304	-0.037372693	-0.24046983	-0.12831663	0.032070637
0.008521412	-0.0009856286	0.0075214524	0.13592803	0.15132128	-0.0076336404	-0.13830732	-0.099045224	-0.14674018	0.103376426	-0.045229327	0.11985041	-0.03646027	-0.3372506	-0.16641346	0.17949359
-0.01687328	-0.020679954	0.07325219	0.08511726	0.1008625	-0.05065518	-0.08326021	-0.1339127	-0.09520497	0.07163209	0.0059871688	0.12513325	-0.0036024393	-0.29178366	-0.09948961	0.10337573
-0.07454772	-0.04474297	0.16385946	0.11850729	0.18938588	-0.1795091	-0.18326634	-0.20209418	-0.17997311	0.20145011	-0.10475482	0.03529532	0.07151599	-0.19298291	-0.22222924	0.23551178
0.075991906	0.1065183	-0.1057454	-0.074146256	-0.020840371	0.099167824	0.0740358	-0.030710753	0.034253288	-0.08219375	0.111919366	0.22372487	-0.10334295	-0.24972385	-0.06656793	-0.031348925
